"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Lflavo2a004545",953.089768110349,0.0148794622917698,0.00422537486478591,3.52145378053308,0.000429187478595079,0.0287789908759273
"Lflavo2a013357",45.4091564481287,0.0132975439568979,0.00366830011900557,3.62498801229565,0.000288974855782186,0.0237886689114425
"Lflavo2a013303",244.788831308677,0.00926289858838493,0.00272873081841539,3.39458129247208,0.000687336309679016,0.0375346872874714
"Lflavo2a013306",100.994150945558,0.0143588845724422,0.00358386881950466,4.00653185024412,6.16168197541763e-05,0.0106202365423175
"Lflavo2a013231",4.83787260282501,0.0289928588902062,0.00817113210325875,3.54820586961792,0.000387864931328555,0.0271129505252667
"Lflavo2a013206",799.869783858366,0.0103706224725885,0.00309548080777857,3.35024608988961,0.000807397941791205,0.0412333643328647
"Lflavo2a006551",91.9352223227774,0.00660383970771692,0.00195833046420835,3.37217840829868,0.000745761228267071,0.0393612062632252
"Lflavo2a013028",777.169135062585,0.00358954781102223,0.000993894957409722,3.61159676307975,0.000304317494904196,0.0245031115787459
"Lflavo2a013006",37.4706670964905,0.0106584954688756,0.00321945608351098,3.31065098960816,0.000930792210845376,0.0437132215273523
"Lflavo2a012955",73.2263882026705,0.00821847638938261,0.00238225231307188,3.4498765493001,0.000560842961335753,0.0336231451439929
"Lflavo2a012946",15574.6630606178,0.00750995012449069,0.00223905611395744,3.3540696357168,0.000796323197657117,0.0408569357830496
"Lflavo2a006964",413.947417580961,0.00818155701295764,0.00238922642591788,3.424353976754,0.00061626293123046,0.0350412185278516
"Lflavo2a003077",2811.8636413679,0.00566955890838897,0.00107407280650094,5.27856107525799,1.30202269599546e-07,0.000287252247190519
"Lflavo2a003075",2279.01674068398,0.00547552647863542,0.00143738806529182,3.80935852387489,0.000139327802635512,0.0171697183412904
"Lflavo2a005637",1341.81045195989,0.0172043940096788,0.00446318621423618,3.85473363284779,0.00011585569956865,0.015968584165509
"Lflavo2a005652",1226.99859529716,0.0193094692688471,0.00481840906846846,4.00743668594014,6.13813090528192e-05,0.0106202365423175
"Lflavo2a006173",31445.47536005,0.00574416065671799,0.00131546629388187,4.36663461727118,1.26175535494112e-05,0.00479945631736397
