"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Lflavo2a009243",1078.66577648654,-0.00238507689879334,0.000558033741661157,-4.27407291124266,1.9193422565824e-05,0.00550773952886007
"Lflavo2a009196",63.2227413761114,-0.0198344004642158,0.00490217754856459,-4.04603877924077,5.20916072967961e-05,0.00973936474730437
"Lflavo2a002662",198.140232608076,-0.00699892931614499,0.00192601058679589,-3.63389971172922,0.000279169411309097,0.0234997045138954
"Lflavo2a002517",755.06024606682,-0.00339524704815249,0.000898505806830926,-3.77877028989683,0.000157604723524999,0.0172792780455706
"Lflavo2a011265",431.203592919704,-0.0033006740599738,0.000848879264192141,-3.88827268989186,0.000100960161412231,0.0148279831238097
"Lflavo2a011294",615.767252372005,-0.00220595739723143,0.000607362652532067,-3.63202674388175,0.000281203970250585,0.0234997045138954
"Lflavo2a013215",14.0993150359381,-0.0124635941373,0.0035310218648219,-3.52974142173108,0.000415965998234057,0.0283242032501228
"Lflavo2a006590",43.0422535034368,-0.00847978522426899,0.0025991786396757,-3.26248650047655,0.00110439432671613,0.048540304778683
"Lflavo2a006563",363.505322313031,-0.00519976218086679,0.0015002450299018,-3.46594194763449,0.000528377351908956,0.0325616232899871
"Lflavo2a012973",31.8439957806274,-0.00784332842004364,0.00237539792618291,-3.30190084515536,0.000960320111392752,0.0441387131198894
"Lflavo2a013007",114.70376960071,-0.0029564734676726,0.000890731031806729,-3.31915400059184,0.000902906202354238,0.0436192686726579
"Lflavo2a013033",3.57482822930263,-0.0179899137752717,0.00472421896746157,-3.8080186162366,0.000140084729463887,0.0171697183412904
"Lflavo2a006857",116.185937491778,-0.00945354822812753,0.00280545971462001,-3.36969665928993,0.000752509727973923,0.039528260996573
"Lflavo2a007068",1752231.83182758,-0.00605761523579216,0.00163897398280999,-3.69598010665581,0.00021904012454955,0.0200899812365804
"Lflavo2a013915",305.390399149017,-0.00589423339784613,0.00158897082157428,-3.70946610083524,0.000207696762534177,0.0197508878234009
"Lflavo2a014293",14.0882307044119,-0.0110986660926294,0.00308945796670797,-3.59243149194089,0.00032760679749087,0.0250960457161235
"Lflavo2a013703",2.29446835870682,-0.0293840203220712,0.00699498145990502,-4.20072883545144,2.66057098151439e-05,0.00673444744171105
"Lflavo2a013761",578.706211051391,-0.0045813330433812,0.00122270254473988,-3.74689090416167,0.000179039905536359,0.017957996611256
"Lflavo2a011441",3405.37263327304,-0.0034276350033988,0.000975400270452139,-3.51408043162623,0.000441279175206577,0.028870491569884
"Lflavo2a000533",21428.6974734497,-0.00600905885912066,0.00151796403170465,-3.958630595728,7.53807199633756e-05,0.0121215478947757
"Lflavo2a000501",43.7618243319437,-0.0064291817900075,0.00170195422003536,-3.77752921572353,0.000158391929198836,0.0172792780455706
"Lflavo2a000477",20.7929324274387,-0.0123029785299255,0.00330683730022463,-3.72046684277141,0.000198854849604382,0.019585427196303
"Lflavo2a000581",22.8294393670925,-0.00923549808760936,0.00278926046815336,-3.31109202351538,0.000929326419269729,0.0437132215273523
"Lflavo2a004770",767.881796299017,-0.0023987521863503,0.000704608711392618,-3.40437486446812,0.000663156771094792,0.036945870413872
"Lflavo2a003644",1498.22197709065,-0.00302940464940763,0.000753003305956316,-4.02309608131173,5.7438050424108e-05,0.0102278322095214
"Lflavo2a010193",231.351345761973,-0.00318733098646351,0.000759149096161523,-4.1985573092026,2.68620875201964e-05,0.00673444744171105
"Lflavo2a004717",5.74741818966198,-0.0152841420238138,0.00412894906925118,-3.7017027256734,0.000214157446304171,0.0200056355829383
"Lflavo2a004294",17.3253107253314,-0.00842973937713274,0.00236475880335249,-3.56473538239164,0.000364223462806297,0.0271129505252667
"Lflavo2a004274",573.370341275686,-0.00413114797699756,0.000885361462613253,-4.66605804685012,3.0703299782063e-06,0.00199228294056433
"Lflavo2a002470",409.350770145045,-0.00425377259969442,0.00119840469319104,-3.54952932332709,0.000385920481777474,0.0271129505252667
"Lflavo2a005308",235.898245618261,-0.00420359346458992,0.00105448774870194,-3.986384355593,6.70878032131373e-05,0.0111120588574661
"Lflavo2a005151",42.5003237982343,-0.0109607906862751,0.00289938908664116,-3.78037936914936,0.000156589575401697,0.0172792780455706
"Lflavo2a007408",1013.91386250531,-0.0034961281384688,0.00101844725466311,-3.4328023591416,0.000597377386993838,0.0347246127298532
"Lflavo2a007454",25.9364317738979,-0.00892576144012742,0.00241214862980198,-3.7003364261431,0.000215313830397748,0.0200056355829383
"Lflavo2a010002",3336.32915788406,-0.00322858005659767,0.000917167837094365,-3.52016275104672,0.000431282071562972,0.0287789908759273
"Lflavo2a004362",562.766869956085,-0.00198187958018377,0.000555596859855445,-3.56711803716712,0.000360928926716757,0.0271129505252667
"Lflavo2a013099",421.982467722713,-0.00263775234927821,0.00080834490668179,-3.26315206228742,0.0011018038407074,0.048540304778683
"Lflavo2a013090",11.3067932044089,-0.0148415287108062,0.00401881685025032,-3.69300947613023,0.000221615761657408,0.0200899812365804
"Lflavo2a007613",225.036245998505,-0.0108548923833931,0.00305715985943029,-3.55064598598253,0.000384286944428245,0.0271129505252667
"Lflavo2a006033",247.273420704001,-0.00293430172018047,0.000773690262012444,-3.79260521199797,0.000149075056262523,0.017233914661762
"Lflavo2a006049",1263.40030746441,-0.00381341957125044,0.000666536045404566,-5.72125033228446,1.05742959704199e-08,3.88816862832341e-05
"Lflavo2a006022",453.306058382611,-0.00245613173010084,0.00069292900730391,-3.54456474503399,0.000393261905905419,0.0271129505252667
"Lflavo2a006075",53.5059077652634,-0.00661732192900579,0.00199925124397142,-3.3099001183367,0.000933292686529032,0.0437132215273523
"Lflavo2a001036",75.7795576635915,-0.00496036570436707,0.00149060902299749,-3.32774431647555,0.000875521811705112,0.0431109032134702
"Lflavo2a001048",45.5160469090501,-0.00611424552904823,0.001825990325136,-3.34845450432102,0.000812636218683145,0.041309631927621
"Lflavo2a009619",14.0615334441613,-0.0114907001824725,0.00324037161446961,-3.54610567848505,0.000390969383819817,0.0271129505252667
"Lflavo2a006441",61.3654985292354,-0.00473057253772472,0.00144275562322444,-3.27884533012756,0.0010423274737311,0.0473165200112253
"Lflavo2a012893",631.817722291246,-0.00219063935214466,0.000584637242165075,-3.7470061675033,0.000178957687746017,0.017957996611256
"Lflavo2a002818",2342.42138975473,-0.00233457596787259,0.00067460667931847,-3.46064757353296,0.000538877782176454,0.0328974280357235
"Lflavo2a014169",263.216403218773,-0.00336974869804115,0.000888651401672745,-3.79198040052391,0.000149450711477974,0.017233914661762
"Lflavo2a001113",35198.5086511665,-0.0148152902911188,0.00343263120161439,-4.31601573864126,1.58870656913811e-05,0.00486806171226736
"Lflavo2a001111",738.835525875328,-0.00396207379184273,0.00110281593840843,-3.5926881847217,0.000327284136945506,0.0250960457161235
