"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Lflavo2a009207",259.37106751955,0.156745422679949,0.0497823704321899,3.14861307967359,0.00164047240633668,0.0217020427150862
"Lflavo2a009219",2077.66086625692,0.376617360661062,0.0872732471752424,4.31538154991327,1.59327467352087e-05,0.000629371448227998
"Lflavo2a009205",8945.5691067136,0.186670892631381,0.0651108548186399,2.86697038690914,0.0041442178826305,0.0431197827381277
"Lflavo2a009245",7211.16331890231,0.241147346828429,0.0751538698681161,3.20871496373516,0.00133329599080113,0.0184855249562058
"Lflavo2a009196",82.7542820589472,1.21805643798896,0.314977237310572,3.86712528305002,0.000110125859405748,0.00271290355621424
"Lflavo2a011909",414.656990282554,0.223921114428863,0.0681573643145416,3.28535465948306,0.00101854075415003,0.0150284820579567
"Lflavo2a002564",316.024792383016,0.114954168375637,0.0401427328680203,2.86363583549677,0.00418809199578012,0.0434557969479194
"Lflavo2a002508",743.587728974954,0.172083627254084,0.051137378390924,3.36512415514491,0.000765092234975039,0.0120805166638836
"Lflavo2a002517",788.285561648126,0.23284185681133,0.0603006584112794,3.86134849843988,0.000112762925989496,0.00277180135543613
"Lflavo2a002596",5451.35025922357,0.33516597927143,0.0841129087427687,3.98471512020139,6.75611286830907e-05,0.00189204772814486
"Lflavo2a002631",125.824079279316,0.247108648830316,0.0807543608619936,3.06000377184107,0.00221334204006501,0.0275030956810727
"Lflavo2a011217",511.129709226076,0.347828218156175,0.110955251816288,3.13485132485739,0.00171941229513678,0.0225345094512804
"Lflavo2a011344",2591.85553377395,0.282125948970162,0.0950967665146819,2.96672494039642,0.00300990098686629,0.0341587351916741
"Lflavo2a011212",32.2497371881691,0.648090762022313,0.184242379761157,3.51759873522296,0.000435470312880901,0.00784403965186109
"Lflavo2a011288",746.963956158803,0.100401630466322,0.0352313032836719,2.84978473994897,0.00437488268182488,0.0448564929253047
"Lflavo2a011330",933.832431230663,1.17021143494457,0.15768970540204,7.42097546546267,1.16260854122008e-13,6.54432347852783e-11
"Lflavo2a011200",364.636631379173,0.387410031260548,0.0879518520876542,4.40479673895269,1.05883111332553e-05,0.000466525321950334
"Lflavo2a004560",410.01226066526,0.213491607969018,0.0675542598732254,3.16029823092819,0.00157607724347163,0.0209981983514835
"Lflavo2a013291",883.61503004733,0.455077680196673,0.0980158839962595,4.64289726973273,3.43557195471495e-06,0.000196333345513609
"Lflavo2a013372",1.25177168246484,1.36176437818429,0.48312657361974,2.81864929925405,0.00482261773192928,0.0480894866484144
"Lflavo2a013346",4227.86357968217,0.250643462780927,0.0803018512986007,3.12126630616416,0.00180075109282815,0.023382763325328
"Lflavo2a013292",60.0508834024992,0.543255743395756,0.163581089269581,3.3210180089978,0.000896897498480657,0.0137081503507362
"Lflavo2a013342",440.493589873332,0.399488872941927,0.12415991771469,3.21753493635459,0.00129297279255944,0.0181499846616386
"Lflavo2a012684",277.768980430443,0.218736609017989,0.0726445791686869,3.01105204987235,0.00260344220995382,0.0308378002992414
"Lflavo2a011781",1447.75861314508,0.0969171535756454,0.029611314229896,3.27297710676402,0.00106421096782201,0.0155798271466062
"Lflavo2a011794",6.23032453270024,0.646426386460992,0.183742104701528,3.51811789415959,0.00043461922910692,0.00784125525847068
"Lflavo2a013211",8877.73627464988,0.123196493996211,0.0421332386745937,2.92397398993441,0.00345593622802819,0.0377737185001372
"Lflavo2a013236",4.77600318351421,1.15190592859555,0.26934761616449,4.27665165557686,1.89725324743878e-05,0.000719167577766525
"Lflavo2a013215",16.4155088291391,0.76537366042054,0.213251013198129,3.58907396941388,0.000331854678553915,0.00631084454587833
"Lflavo2a006592",135.039021136139,0.735613613500079,0.147248909749549,4.99571517881703,5.86181217133205e-07,4.74764614567311e-05
"Lflavo2a006590",48.5078974572073,0.617122104388152,0.163436916249091,3.77590399128437,0.000159428395517531,0.00355414827076508
"Lflavo2a006584",77.0344077861823,0.442018654837421,0.12842420672785,3.44186400757081,0.000577720607881601,0.00967853958858788
"Lflavo2a006554",140.869336573333,0.225352555995417,0.0729681003938985,3.0883708741068,0.00201257133370458,0.0254556469617003
"Lflavo2a006563",384.964451408505,0.31086948077552,0.0944407653168502,3.29168743743815,0.000995882278600964,0.0147521614374864
"Lflavo2a013003",189.871466969377,0.221944650545743,0.0728300029837538,3.04743431900246,0.00230803959853178,0.0282741129491521
"Lflavo2a012949",106.874167330743,0.612254901012353,0.145457418640113,4.20916930010408,2.56311287015379e-05,0.000921901747354357
"Lflavo2a012940",4.971616548044,1.10208266335977,0.334096475338084,3.29869586994156,0.000971350873140876,0.0145418459173138
"Lflavo2a012965",3421.2838107052,0.230954937528002,0.061359387516642,3.76397071214835,0.000167236479188593,0.0037010774507998
"Lflavo2a007028",24.7725893467722,0.314799012127206,0.104160471580412,3.02225025819111,0.0025090302319704,0.0301949503490741
"Lflavo2a006982",70.7671944925468,0.233413842334971,0.0801999023349734,2.91040058078954,0.00360965786518302,0.0390370108032953
"Lflavo2a007069",1943.09849659302,1.06610040102707,0.14487256308061,7.3588841003239,1.8545395613556e-13,9.49018471897332e-11
"Lflavo2a006857",169.566501393524,1.57557544641821,0.168312461622175,9.36101481276555,7.89744692858979e-21,9.87882861356265e-18
"Lflavo2a006932",488.264083887474,0.115491297706812,0.0372208387643999,3.10286660754336,0.00191656004880279,0.0245476014897301
"Lflavo2a007049",19.6579685309189,0.678346961935132,0.137932639556109,4.91795824482276,8.7451559807117e-07,6.69748068237091e-05
"Lflavo2a006927",6099.17061296359,0.104817134684901,0.0309376123903145,3.3880162878282,0.000704000835485158,0.0113439787410446
"Lflavo2a006914",2630.11080340999,0.324528251462658,0.0928548567322221,3.495005677501,0.000474051671275592,0.00839131087298839
"Lflavo2a014335",9.73827687172449,0.638165643089286,0.215789117369119,2.9573578634073,0.0031028776758956,0.0348624719313699
"Lflavo2a014330",72.7898682066932,0.412833778672507,0.112131078172252,3.68170702896769,0.000231677548799868,0.00483900898773453
"Lflavo2a014327",23.1760553741913,0.53872895373299,0.137218181776545,3.92607558822118,8.63430321956076e-05,0.00226058106153058
"Lflavo2a014324",66.678062970601,0.468805330689112,0.116579999117974,4.02131870162995,5.78732415236984e-05,0.00165734317779893
"Lflavo2a014333",1460.09815863896,0.308790254587096,0.0653834744889014,4.72275688927349,2.32668916198442e-06,0.00014471749494818
"Lflavo2a014328",303.199665082253,0.393296383519869,0.128882172286665,3.05159648182436,0.00227627880324209,0.0280370153882079
"Lflavo2a013915",337.724792091811,0.52971903741537,0.102118296891356,5.18730779439987,2.13355942475459e-07,2.14536673312493e-05
"Lflavo2a013996",1710.3465106498,0.124330343318718,0.0441719374356509,2.81469074114852,0.0048824193845462,0.0484711441192426
"Lflavo2a013971",69.8328523338673,0.441601945707224,0.142469242309673,3.0996300573239,0.00193762488445527,0.0247041686853877
"Lflavo2a013940",8.54877021550086,0.525538995045007,0.185152924706482,2.83840504209225,0.00453396076627536,0.0460264475263553
"Lflavo2a014003",846.404471824888,0.133826861170589,0.0338788229910212,3.95016264898152,7.80981032745768e-05,0.0021237402093362
"Lflavo2a005024",83.7898798586141,0.246592696389214,0.0789047077724142,3.12519624431617,0.00177686475995446,0.023179540518618
"Lflavo2a005044",1300.01149297668,0.142802418433665,0.0430981947572626,3.31341995269072,0.000921624839914455,0.0138904804380708
"Lflavo2a004521",990.343251211651,0.772547956638558,0.202837940070956,3.80869553481122,0.000139701848795951,0.00323613871140908
"Lflavo2a003083",633.362434642027,0.24510733910791,0.055489067855182,4.4172185365882,9.99791337375987e-06,0.000447954819511859
"Lflavo2a014298",882.06500541896,0.456797151211501,0.124747323684591,3.66177916863738,0.000250469723075631,0.00512688753160991
"Lflavo2a005643",1794.42442169254,0.197173695735541,0.0652986169932013,3.01956924686582,0.00253134419387752,0.0303294772981663
"Lflavo2a005642",35.6479171343711,0.424923335807628,0.110811773931732,3.83464067698629,0.00012574798677945,0.00301848792145639
"Lflavo2a006143",2377.94159802451,0.347160460119697,0.0780503910990603,4.44790160857856,8.67132305771079e-06,0.000408459225873256
"Lflavo2a011023",18.9488715714639,0.446374938894636,0.14840456486047,3.00782485575372,0.00263124734138966,0.030953586801844
"Lflavo2a011015",563.779599673063,0.198955257728212,0.0613771230152416,3.24152140006312,0.00118893507159458,0.0169002917121361
"Lflavo2a009259",2289.37253417207,0.0830777471014916,0.0276311103914555,3.00667421339614,0.00264122661044508,0.0310061826698547
"Lflavo2a010560",77.3254874658654,0.232538379775935,0.0802569406538896,2.89742392223451,0.00376240978125339,0.0402635069556565
"Lflavo2a010527",13.9447215030872,0.598379873512977,0.144838534124619,4.13135825441407,3.60626036450161e-05,0.00117338957177916
"Lflavo2a002733",10.149311465404,0.800429584113825,0.20810898995385,3.84620378144801,0.000119962002728035,0.00291062979894875
"Lflavo2a006124",1278.22115950415,0.404690076688411,0.119853763581655,3.37653207204212,0.000734058134678923,0.011740457268045
"Lflavo2a006113",70.8571168642396,0.243122446258734,0.0820322955417455,2.96374061768162,0.00303924348537133,0.0343187594366202
"Lflavo2a006137",1673.30129611313,0.215438487539881,0.0720420144018595,2.99045618488869,0.00278561089265959,0.0320004157444506
"Lflavo2a001873",3.70155432071633,0.87930384403976,0.272251516004812,3.22974820101358,0.00123899285538687,0.01748579615979
"Lflavo2a001875",1311.99916774508,0.363061472478587,0.0563123973074557,6.4472743097108,1.13879567755058e-10,3.28732352252935e-08
"Lflavo2a001922",33.9540227386655,0.768108957068845,0.243895867805964,3.14933157325949,0.00163644407487396,0.0216742204646248
"Lflavo2a001855",18.2228028793394,0.941159227106298,0.298420184243683,3.15380552924586,0.00161156437425538,0.0213698371323522
"Lflavo2a001832",54.9123254026168,0.419869287287811,0.101395932430671,4.14088886233079,3.45962565370498e-05,0.00113403229637201
"Lflavo2a007357",1048.42270196474,0.197478274602965,0.0605420291665316,3.26183772367071,0.00110692490221447,0.0161212943714496
"Lflavo2a007358",24.9794529853675,0.680938273864625,0.156125463702064,4.36148119415081,1.29184901606189e-05,0.000546810369702741
"Lflavo2a013614",7.35577222396361,1.23373432963867,0.228537418387935,5.39839094333534,6.72412211064057e-08,8.41112963573239e-06
"Lflavo2a013697",46.9565794144519,0.317897373482775,0.10418512060427,3.05127422840211,0.00227872349264614,0.0280370153882079
"Lflavo2a013650",7.67785399716245,0.787517497218129,0.195349497400601,4.0313259450224,5.54630629500026e-05,0.00160928650178126
"Lflavo2a013759",914.080725199971,0.32213235682323,0.0937510851790952,3.43603869979587,0.000590286646942331,0.00981602226185637
"Lflavo2a013802",944.614471283368,0.242178228698374,0.0720229400921525,3.3625151707013,0.000772358820633423,0.0121330506795953
"Lflavo2a013662",15.9089567123192,0.976824336834362,0.215060900519943,4.54208242629292,5.57012526250093e-06,0.000287653533051539
